,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,0.5,0.4831144465290807,0.49953095684803,0.4812382739212008,0.5,0.4826454033771107,0.4920262664165103,0.5112570356472795,0.46622889305816134,0.4723264540337711,0.4920262664165103,0.45637898686679174,0.4774859287054409,0.4793621013133208,0.49390243902439024,0.4718574108818011,0.4924953095684803,0.4807692307692308,0.475140712945591,0.4573170731707317,0.48686679174484054,0.474671669793621,0.48545966228893056,0.4699812382739212
4,0.49577861163227016,0.5070356472795498,0.46857410881801126,0.4948405253283302,0.4892120075046904,0.49624765478424016,0.4901500938086304,0.4695121951219512,0.48358348968105064,0.48592870544090055,0.48686679174484054,0.46622889305816134,0.5182926829268293,0.4896810506566604,0.5023452157598499,0.48686679174484054,0.4727954971857411,0.4774859287054409,0.4821763602251407,0.5093808630393997,0.4906191369606004,0.4807692307692308,0.4709193245778612,0.5
8,0.4910881801125704,0.4807692307692308,0.49437148217636023,0.5037523452157598,0.49624765478424016,0.48405253283302063,0.50187617260788,0.48827392120075047,0.475140712945591,0.4906191369606004,0.5079737335834896,0.5014071294559099,0.4892120075046904,0.4971857410881801,0.49530956848030017,0.5079737335834896,0.5014071294559099,0.5042213883677298,0.49343339587242024,0.5056285178236398,0.5037523452157598,0.4812382739212008,0.4793621013133208,0.49906191369606
16,0.49624765478424016,0.5093808630393997,0.50093808630394,0.49530956848030017,0.50187617260788,0.4873358348968105,0.5126641651031895,0.4873358348968105,0.5051594746716698,0.49577861163227016,0.5028142589118199,0.49390243902439024,0.5103189493433395,0.5,0.49906191369606,0.5056285178236398,0.50093808630394,0.5145403377110694,0.5084427767354597,0.5089118198874296,0.5004690431519699,0.4849906191369606,0.49577861163227016,0.5107879924953096
32,0.50093808630394,0.5070356472795498,0.5004690431519699,0.4971857410881801,0.49859287054409007,0.5126641651031895,0.5070356472795498,0.4910881801125704,0.49671669793621015,0.5107879924953096,0.49671669793621015,0.50187617260788,0.5154784240150094,0.4971857410881801,0.49530956848030017,0.5126641651031895,0.5042213883677298,0.5060975609756098,0.5131332082551595,0.5093808630393997,0.4849906191369606,0.4896810506566604,0.48639774859287055,0.5154784240150094
64,0.5065666041275797,0.49624765478424016,0.4831144465290807,0.5032833020637899,0.49671669793621015,0.5032833020637899,0.5075046904315197,0.5084427767354597,0.5028142589118199,0.5004690431519699,0.49343339587242024,0.5042213883677298,0.5150093808630394,0.5079737335834896,0.4901500938086304,0.5037523452157598,0.49343339587242024,0.5037523452157598,0.50093808630394,0.5042213883677298,0.5023452157598499,0.48827392120075047,0.49343339587242024,0.5145403377110694
128,0.5065666041275797,0.48874296435272047,0.50093808630394,0.5056285178236398,0.48827392120075047,0.5051594746716698,0.5042213883677298,0.5079737335834896,0.47654784240150094,0.5028142589118199,0.49530956848030017,0.5023452157598499,0.50187617260788,0.5028142589118199,0.49859287054409007,0.5032833020637899,0.5028142589118199,0.5121951219512195,0.5107879924953096,0.5004690431519699,0.48874296435272047,0.4924953095684803,0.4821763602251407,0.5215759849906192
256,0.49577861163227016,0.4910881801125704,0.5028142589118199,0.5,0.5084427767354597,0.5079737335834896,0.5098499061913696,0.5070356472795498,0.5014071294559099,0.5051594746716698,0.5070356472795498,0.5,0.5121951219512195,0.49906191369606,0.4948405253283302,0.5056285178236398,0.5075046904315197,0.5093808630393997,0.5079737335834896,0.5070356472795498,0.5032833020637899,0.4878048780487805,0.4924953095684803,0.5056285178236398
512,0.5,0.50187617260788,0.4971857410881801,0.4976547842401501,0.5046904315196998,0.5,0.5028142589118199,0.5028142589118199,0.5032833020637899,0.5060975609756098,0.5014071294559099,0.5046904315196998,0.5070356472795498,0.5042213883677298,0.49437148217636023,0.48827392120075047,0.4896810506566604,0.5042213883677298,0.47842401500938087,0.5,0.49859287054409007,0.4821763602251407,0.49530956848030017,0.5220450281425891
1024,0.5065666041275797,0.5046904315196998,0.5,0.5056285178236398,0.5070356472795498,0.5117260787992496,0.5028142589118199,0.5060975609756098,0.50187617260788,0.50187617260788,0.50093808630394,0.5014071294559099,0.5065666041275797,0.50093808630394,0.49437148217636023,0.50187617260788,0.5032833020637899,0.5051594746716698,0.5107879924953096,0.5023452157598499,0.4924953095684803,0.48358348968105064,0.4873358348968105,0.526735459662289
1025,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.50187617260788,0.5014071294559099
