,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,0.680628272251309,0.6926393594086849,0.6544502617801047,0.6738527871881737,0.6880197105020018,0.678164459501078,0.6695411148752695,0.6821681552202032,0.6855558977517708,0.651370495842316,0.6636895595934709,0.7006467508469356,0.6710809978441639,0.6769325531259625,0.6800123190637511,0.6704650446566061,0.6858638743455497,0.7068062827225131,0.6624576532183554,0.658761934093009,0.6735448105943949,0.6667693255312597,0.6550662149676625,0.6627656298121343
4,0.7428395441946412,0.7570064675084693,0.7570064675084693,0.7520788420080073,0.7419156144133046,0.7496150292577765,0.7477671696951032,0.748075146288882,0.743455497382199,0.7477671696951032,0.74591931013243,0.7274407145056976,0.7557745611333538,0.750538959039113,0.7329842931937173,0.7372959655066215,0.7554665845395749,0.7720973206036341,0.7566984909146904,0.7579303972898059,0.7486910994764397,0.753002771789344,0.7542346781644595,0.740991684631968
8,0.8453957499230058,0.8333846627656298,0.8219895287958116,0.823221435170927,0.8201416692331382,0.8170619032953496,0.8164459501077919,0.8158299969202341,0.8084385586695411,0.818601786264244,0.7991992608561749,0.813674160763782,0.8081305820757623,0.7991992608561749,0.8115183246073299,0.803818909762858,0.8167539267015707,0.8241453649522636,0.8096704650446566,0.8195257160455806,0.8022790267939637,0.8044348629504158,0.8269171542962734,0.8041268863566369
16,0.8805050816137974,0.8771173390822298,0.8728056667693256,0.8607945796119495,0.8684939944564213,0.8626424391746227,0.8555589775177087,0.8614105327995072,0.8623344625808439,0.8567908838928241,0.8577148136741608,0.8512473052048044,0.8484755158607946,0.8463196797043425,0.8518632583923622,0.8561749307052664,0.8469356328919002,0.8540190945488143,0.8453957499230058,0.8527871881736988,0.8447797967354481,0.8537111179550354,0.8592546966430551,0.8487834924545734
32,0.9045272559285494,0.8983677240529719,0.8928241453649522,0.8940560517400677,0.8872805666769326,0.8885124730520481,0.888820449645827,0.8820449645826918,0.886356636895596,0.876501385894672,0.8805050816137974,0.8768093624884509,0.8777332922697875,0.8691099476439791,0.8681860178626425,0.8635663689559594,0.8780412688635664,0.8826609177702495,0.8691099476439791,0.8805050816137974,0.8768093624884509,0.8811210348013551,0.8746535263319988,0.8709578072066523
64,0.9183862026485988,0.9097628580227902,0.8903603326147213,0.9014474899907609,0.900523560209424,0.9011395133969818,0.903295349553434,0.8983677240529719,0.900523560209424,0.8962118878965198,0.9014474899907609,0.8955959347089621,0.8971358176778564,0.8872805666769326,0.8869725900831537,0.8823529411764706,0.8915922389898367,0.8959039113027409,0.8925161687711733,0.8971358176778564,0.8989836772405297,0.8897443794271636,0.8949799815214043,0.8919002155836157
128,0.9226978749615028,0.9162303664921466,0.9149984601170312,0.91530643671081,0.9100708346165692,0.912842623960579,0.9140745303356944,0.910378811210348,0.910378811210348,0.9017554665845396,0.905451185709886,0.903295349553434,0.8977517708654142,0.8903603326147213,0.9045272559285494,0.8983677240529719,0.9020634431783184,0.9014474899907609,0.9045272559285494,0.9020634431783184,0.8959039113027409,0.8977517708654142,0.9039113027409916,0.8989836772405297
256,0.9233138281490608,0.9211579919926086,0.9186941792423776,0.9146904835232522,0.9156144133045888,0.917462272867262,0.9180782260548198,0.9180782260548198,0.9168463196797044,0.9088389282414536,0.9140745303356944,0.9066830920850016,0.905451185709886,0.9051432091161072,0.9063751154912226,0.903295349553434,0.9072990452725592,0.9060671388974438,0.9143825069294732,0.9085309516476748,0.9063751154912226,0.9063751154912226,0.907914998460117,0.9057591623036648
512,0.9233138281490608,0.924853711117955,0.9217739451801664,0.9186941792423776,0.9168463196797044,0.9190021558361564,0.9134585771481368,0.9208500153988296,0.9177702494610408,0.9140745303356944,0.9159223898983676,0.9113027409916846,0.9131506005543578,0.9060671388974438,0.9069910686787804,0.9042192793347704,0.9134585771481368,0.9113027409916846,0.9122266707730212,0.9100708346165692,0.9069910686787804,0.9097628580227902,0.9094548814290114,0.9091469048352324
1024,0.9245457345241762,0.9279334770557438,0.9208500153988296,0.9211579919926086,0.9168463196797044,0.9171542962734832,0.9199260856174932,0.917462272867262,0.9183862026485988,0.9165383430859256,0.917462272867262,0.9146904835232522,0.9113027409916846,0.9100708346165692,0.907607021866338,0.907607021866338,0.9106867878041268,0.9116107175854636,0.9146904835232522,0.912842623960579,0.9069910686787804,0.9109947643979056,0.9051432091161072,0.9066830920850016
1025,0.7533107483831228,0.74591931013243,0.7234370187865722,0.7212811826301201,0.7058823529411765,0.6957191253464736,0.6892516168771173,0.6886356636895596,0.6855558977517708,0.6775485063135201,0.6815522020326455,0.6716969510317216,0.6556821681552202,0.646442870341854,0.6396673852787188,0.6341238065906991,0.6455189405605174,0.6704650446566061,0.6636895595934709,0.6673852787188174,0.6606097936556822,0.6676932553125963,0.6818601786264243,0.6384354789036033
